Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,13 to19,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-15,Murder,Solved,Redbridge,Asian
1,13 to19,Female,"Physical Assault, no weapon",Domestic Abuse,May-15,Murder,Solved,Redbridge,Asian
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Sep-15,Murder,Solved,Redbridge,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Sep-15,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-15,Murder,Solved,Redbridge,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-15,Murder,Solved,Hackney,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,Aug-15,Murder,Unsolved,Hackney,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-15,Murder,Solved,Hackney,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-15,Murder,Solved,Hackney,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Oct-15,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-15,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-15,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,Sep-15,Murder,Solved,Waltham Forest,White
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,Sep-15,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Sep-15,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Oct-15,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,Nov-15,Corporate Manslaughter,Solved,Barking & Dagenham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-15,Murder,Solved,Enfield,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-15,Murder,Solved,Enfield,White
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-15,Murder,Solved,Enfield,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Sep-15,Murder,Solved,Enfield,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Dec-15,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-15,Murder,Solved,Newham,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-15,Murder,Solved,Newham,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jun-15,Murder,Solved,Newham,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jul-15,Murder,Solved,Newham,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Dec-15,Murder,Solved,Newham,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-15,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Mar-15,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,Apr-15,Manslaughter,Unsolved,Kensington & Chelsea,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-15,Murder,Solved,Kensington & Chelsea,White
1,45 to 54,Female,Blunt Implement,Domestic Abuse,Nov-15,Murder,Unsolved,Kensington & Chelsea,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,Jan-15,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,Mar-15,Murder,Solved,Hammersmith & Fulham,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-15,Murder,Solved,Westminster,Other
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Feb-15,Murder,Solved,Westminster,Other
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Feb-15,Murder,Solved,Westminster,Other
1,20 to 24,Female,Not known/Not Recorded,Domestic Abuse,May-15,Murder,Solved,Brent,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,Sep-15,Manslaughter,Solved,Westminster,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Nov-15,Murder,Solved,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-16,Murder,Unsolved,Wandsworth,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-16,Murder,Unsolved,Wandsworth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Unsolved,Wandsworth,Other
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-16,Corporate Manslaughter,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,Mar-16,Murder,Solved,Kingston Upon Thames,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-16,Murder,Solved,Hounslow,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Hillingdon,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Hillingdon,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,Oct-16,Murder,Solved,Hillingdon,Asian
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Dec-16,Murder,Solved,Hillingdon,Asian
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Dec-16,Murder,Unsolved,Hillingdon,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Mar-16,Murder,Unsolved,Lambeth,Unrecorded / Unknown
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-16,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Merton,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Mar-16,Murder,Solved,Brent,Black
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Jun-16,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Brent,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-16,Murder,Solved,Brent,Other
1,25 to 34,Male,Shooting,Not Domestic Abuse,Oct-16,Murder,Solved,Brent,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-16,Murder,Unsolved,Brent,Black
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,Dec-16,Manslaughter,Unsolved,Brent,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Apr-16,Manslaughter,Solved,Harrow,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-16,Murder,Solved,Harrow,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Feb-16,Murder,Solved,Camden,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Mar-16,Murder,Solved,Camden,Asian
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,May-16,Murder,Solved,Camden,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,May-16,Murder,Solved,Camden,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Aug-16,Murder,Solved,Camden,White
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Camden,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-16,Murder,Solved,Camden,Black
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Dec-16,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-16,Murder,Solved,Barnet,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-16,Murder,Solved,Barnet,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Apr-16,Manslaughter,Unsolved,Barnet,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-16,Murder,Solved,Barnet,Black
1,55 to 64,Female,Shooting,Not Domestic Abuse,Sep-16,Murder,Solved,Barnet,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-16,Murder,Solved,Ealing ,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-16,Murder,Solved,Ealing ,Asian
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Sep-16,Murder,Solved,Ealing ,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-16,Murder,Solved,Ealing ,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Feb-16,Murder,Solved,Islington,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-16,Murder,Unsolved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-16,Murder,Solved,Islington,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Feb-16,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Haringey,White
1,13 to19,Male,Shooting,Not Domestic Abuse,Aug-16,Murder,Unsolved,Haringey,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-16,Murder,Solved,Haringey,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Nov-16,Murder,Solved,Haringey,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,Apr-16,Murder,Solved,Southwark,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Southwark,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-16,Murder,Unsolved,Southwark,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Nov-16,Murder,Unsolved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-16,Murder,Solved,Southwark,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-16,Murder,Solved,Lewisham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-16,Murder,Solved,Lewisham,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Unsolved,Lewisham,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Aug-16,Murder,Solved,Lewisham,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-16,Murder,Solved,Lewisham,White
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-16,Manslaughter,Solved,Lewisham,Black
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Feb-16,Murder,Solved,Greenwich,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Aug-16,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Greenwich,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Sep-16,Murder,Solved,Greenwich,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Nov-16,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-16,Murder,Solved,Croydon,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Mar-16,Murder,Solved,Croydon,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,May-16,Murder,Solved,Croydon,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-16,Murder,Solved,Croydon,Black
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,Oct-16,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-16,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Nov-16,Murder,Solved,Croydon,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Bexley,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Bexley,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-16,Murder,Solved,Bexley,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Dec-16,Murder,Solved,Bexley,Asian
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,Dec-16,Murder,Unsolved,Sutton,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,May-16,Manslaughter,Solved,Tower Hamlets,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Jul-16,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-16,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-16,Murder,Solved,Tower Hamlets,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Redbridge,Black
1,20 to 24,Female,"Physical Assault, no weapon",Not Domestic Abuse,Apr-16,Corporate Manslaughter,Solved,Redbridge,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-16,Murder,Unsolved,Redbridge,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Jun-16,Murder,Solved,Hackney,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Jan-16,Murder,Solved,Bexley,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-16,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Oct-16,Murder,Unsolved,Waltham Forest,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-16,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-16,Murder,Solved,Barking & Dagenham,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-16,Murder,Solved,Barking & Dagenham,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,Dec-16,Murder,Solved,Barking & Dagenham,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,Mar-16,Murder,Solved,Enfield,White
1,25 to 34,Male,Other Methods of Killing,Domestic Abuse,Aug-16,Manslaughter,Solved,Enfield,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-16,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Newham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-16,Murder,Solved,Newham,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,Apr-16,Murder,Unsolved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-16,Murder,Solved,Newham,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Sep-16,Murder,Solved,Newham,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-16,Murder,Solved,Havering,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Mar-16,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,May-16,Corporate Manslaughter,Solved,Kensington & Chelsea,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-16,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Jun-16,Murder,Unsolved,Hammersmith & Fulham,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Oct-16,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-16,Murder,Solved,Hammersmith & Fulham,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,Apr-16,Manslaughter,Solved,Westminster,Other
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Aug-16,Murder,Solved,Westminster,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,Aug-16,Manslaughter,Solved,Westminster,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-16,Murder,Solved,Westminster,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-17,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-17,Murder,Solved,Wandsworth,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-17,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-17,Murder,Solved,Wandsworth,Asian
1,20 to 24,Female,Not known/Not Recorded,Not Domestic Abuse,Sep-17,Murder,Solved,Wandsworth,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,Oct-17,Manslaughter,Solved,Wandsworth,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-17,Murder,Solved,Wandsworth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-17,Murder,Solved,Kingston Upon Thames,Black
1,13 to19,Female,Knife or Sharp Implement,Not Domestic Abuse,Jul-17,Murder,Solved,Kingston Upon Thames,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-17,Murder,Unsolved,Hounslow,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-17,Murder,Solved,Hounslow,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-17,Murder,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-17,Murder,Solved,Hillingdon,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-17,Murder,Solved,Lambeth,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,May-17,Murder,Unsolved,Hillingdon,Asian
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,May-17,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-17,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-17,Murder,Solved,Lambeth,Black
1,55 to 64,Female,Blunt Implement,Domestic Abuse,Jul-17,Murder,Solved,Merton,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,Sep-17,Murder,Solved,Merton,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-17,Murder,Solved,Brent,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-17,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-17,Murder,Solved,Brent,Black
1,20 to 24,Female,Shooting,Not Domestic Abuse,May-17,Murder,Solved,Brent,Other
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Aug-17,Corporate Manslaughter,Solved,Brent,White
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-17,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Oct-17,Murder,Unsolved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-17,Murder,Solved,Harrow,Asian
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,Aug-17,Murder,Solved,Harrow,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-17,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-17,Murder,Solved,Barnet,Black
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Feb-17,Murder,Solved,Barnet,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,Jun-17,Murder,Solved,Barnet,White
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Aug-17,Murder,Solved,Barnet,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Aug-17,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-17,Murder,Solved,Ealing ,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-17,Murder,Solved,Ealing ,Black
1,45 to 54,Male,Not known/Not Recorded,Not Domestic Abuse,Apr-17,Murder,Solved,Ealing ,Black
1,13 to19,Male,Not known/Not Recorded,Not Domestic Abuse,Jun-17,Manslaughter,Unsolved,Ealing ,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-17,Murder,Solved,Ealing ,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,Nov-17,Murder,Solved,Ealing ,Black
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-17,Murder,Solved,Ealing ,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-17,Murder,Solved,Ealing ,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-17,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-17,Murder,Solved,Islington,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,Jun-17,Murder,Solved,Islington,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-17,Murder,Solved,Islington,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-17,Murder,Solved,Islington,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,Nov-17,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-17,Murder,Solved,Haringey,Asian
1,13 to19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-17,Murder,Solved,Haringey,Black
